AÑO,CONCURSO,ÁREA,CARRERA,PLANTEL,OFERTA,ASPIRANTES,PRESENTARON EXAMEN,ACIERTOS MÍNIMOS,SELECCIONADOS
2020,Febrero,3,(303)  CIENCIAS POLITICAS Y ADMON PUBLICA,FES ACATLAN,50,605,566,79,54
2020,Febrero,3,(304)  CONTADURIA,FACULTAD DE CONTADURIA Y ADMINISTRACION,400,4510,4178,87,431
2020,Febrero,3,(304)  CONTADURIA,FES CUAUTITLAN,205,1287,1210,66,227
2020,Febrero,3,(305)  DERECHO,FACULTAD DE DERECHO,350,4779,4335,89,396
2020,Febrero,3,(305)  DERECHO,FES ACATLAN,130,1936,1779,77,141
2020,Febrero,3,(305)  DERECHO,FES ARAGON,170,3485,3275,81,192
2020,Febrero,3,(306)  ECONOMIA,FACULTAD DE ECONOMIA,320,1481,1354,80,342
2020,Febrero,3,(306)  ECONOMIA,FES ARAGON,90,620,584,75,96
2020,Febrero,3,(306)  ECONOMIA,FES ACATLAN,95,558,516,72,98
2020,Febrero,3,(307)  GEOGRAFIA,FACULTAD DE FILOSOFIA Y LETRAS,25,119,109,84,27
2020,Febrero,3,(308)  INFORMATICA,FES CUAUTITLAN,55,420,405,69,57
2020,Febrero,3,(309)  PLANIF PARA EL DESARROLLO AGROPECUARIO,FES ARAGON,65,154,141,51,72
2020,Febrero,3,(310)  RELACIONES INTERNACIONALES,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,40,1343,1223,102,51
2020,Febrero,3,(310)  RELACIONES INTERNACIONALES,FES ACATLAN,40,1007,951,88,45
2020,Febrero,3,(310)  RELACIONES INTERNACIONALES,FES ARAGON,45,1507,1424,89,47
2020,Febrero,3,(311)  SOCIOLOGIA,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,48,252,227,80,51
2020,Febrero,3,(311)  SOCIOLOGIA,FES ACATLAN,30,250,223,66,34
2020,Febrero,3,(311)  SOCIOLOGIA,FES ARAGON,30,129,121,59,33
2020,Febrero,3,(312)  TRABAJO SOCIAL,ESCUELA NACIONAL DE TRABAJO SOCIAL,200,1493,1411,64,219
2020,Febrero,3,(313)  ECONOMIA INDUSTRIAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,30,178,155,76,33
2020,Febrero,3,(314)  ADMINISTRACION AGROPECUARIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,40,43,36,41,32
2020,Febrero,3,(315)  COMUNICACION,FES ACATLAN,52,918,848,86,58
2020,Febrero,3,(316)  COMUNICACION Y PERIODISMO,FES ARAGON,90,1400,1284,80,104
2020,Febrero,3,(317)  ESTUDIOS SOCIALES Y GESTION LOCAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,30,22,19,46,19
2020,Febrero,3,(318)  DESARROLLO COMUNITARIO PARA EL ENVEJECIMIENTO,FES ZARAGOZA,40,38,37,40,25
2020,Febrero,3,(319)  ANTROPOLOGIA,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,70,413,371,81,76
2020,Febrero,3,(320)  DESARROLLO TERRITORIAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,42,13,12,43,9
2020,Febrero,3,(322)  GEOGRAFIA APLICADA,ESCUELA NACIONAL DE CIENCIAS DE LA TIERRA,10,19,17,58,10
2020,Febrero,3,(322)  GEOGRAFIA APLICADA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,20,8,6,42,5
2020,Febrero,4,(401)  ARTES VISUALES,FACULTAD DE ARTES Y DISEÑO,20,1596,1459,104,22
2020,Febrero,4,(402)  BIBLIOTECOLOGIA Y ESTUDIOS DE LA INFORMACION,FACULTAD DE FILOSOFIA Y LETRAS,30,136,128,68,35
2020,Febrero,4,(403)  CANTO,FACULTAD DE MUSICA,10,86,69,61,10
2020,Febrero,4,(404)  COMPOSICION,FACULTAD DE MUSICA,17,100,81,71,18
2020,Febrero,4,(405)  DISEÑO Y COMUNICACION VISUAL,FES CUAUTITLAN,12,732,700,99,14
2020,Febrero,4,(405)  DISEÑO Y COMUNICACION VISUAL,FACULTAD DE ARTES Y DISEÑO,40,1560,1458,101,50
2020,Febrero,4,(406)  DISEÑO GRAFICO,FES ACATLAN,25,1628,1536,91,31
2020,Febrero,4,(407)  EDUCACION MUSICAL,FACULTAD DE MUSICA,23,60,51,55,24
2020,Febrero,4,(408)  ENSEÑANZA DE INGLES,FES ACATLAN,75,337,298,65,79
2020,Febrero,4,(409)  ESTUDIOS LATINOAMERICANOS,FACULTAD DE FILOSOFIA Y LETRAS,20,114,102,84,24
2020,Febrero,4,(410)  ETNOMUSICOLOGIA,FACULTAD DE MUSICA,10,20,18,54,10
2020,Febrero,4,(411)  FILOSOFIA,FACULTAD DE FILOSOFIA Y LETRAS,26,354,311,97,30
2020,Febrero,4,(411)  FILOSOFIA,FES ACATLAN,30,184,172,76,30
2020,Febrero,4,(412)  HISTORIA,FACULTAD DE FILOSOFIA Y LETRAS,20,451,408,96,21
2020,Febrero,4,(412)  HISTORIA,FES ACATLAN,30,210,193,78,33
2020,Febrero,4,(413)  INSTRUMENTISTA,FACULTAD DE MUSICA,70,123,98,47,72
2020,Febrero,4,(414)  LENGUA Y LITERATURAS HISPANICAS,FACULTAD DE FILOSOFIA Y LETRAS,30,257,229,93,32
2020,Febrero,4,(414)  LENGUA Y LITERATURAS HISPANICAS,FES ACATLAN,20,134,130,77,22
2020,Febrero,4,(415)  LENGUA Y LITERATURAS MODERNAS (LETRAS ALEMANAS),FACULTAD DE FILOSOFIA Y LETRAS,17,24,19,40,15
2020,Febrero,4,(416)  LENGUA Y LITERATURAS MODERNAS (LETRAS FRANCESAS),FACULTAD DE FILOSOFIA Y LETRAS,27,27,23,46,21
2020,Febrero,4,(417)  LENGUA Y LITERATURAS MODERNAS (LETRAS INGLESAS),FACULTAD DE FILOSOFIA Y LETRAS,85,206,174,66,87
2020,Febrero,4,(418)  LENGUA Y LITERATURAS MODERNAS (LETRAS ITALIANAS),FACULTAD DE FILOSOFIA Y LETRAS,17,42,34,60,17
2020,Febrero,4,(419)  LETRAS CLASICAS,FACULTAD DE FILOSOFIA Y LETRAS,10,88,77,92,10
2020,Febrero,4,(420)  LITERATURA DRAMATICA Y TEATRO,FACULTAD DE FILOSOFIA Y LETRAS,16,407,375,99,19
2020,Febrero,4,(421)  PEDAGOGIA,FES ARAGON,70,1710,1641,75,78
2020,Febrero,4,(421)  PEDAGOGIA,FES ACATLAN,40,1205,1150,76,43
2020,Febrero,4,(421)  PEDAGOGIA,FACULTAD DE FILOSOFIA Y LETRAS,70,1331,1263,78,82
2020,Febrero,4,(422)  PIANO,FACULTAD DE MUSICA,21,44,36,60,21
2020,Febrero,4,(429)  DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,30,23,20,40,20
2020,Febrero,4,(429)  DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,30,30,27,42,24
2020,Febrero,4,(429)  DESARROLLO Y GESTION INTERCULTURALES,FACULTAD DE FILOSOFIA Y LETRAS,10,97,87,90,10
2020,Febrero,4,(430)  LENGUA Y LITERATURAS MODERNAS (LETRAS PORTUGUESAS),FACULTAD DE FILOSOFIA Y LETRAS,12,10,9,41,9
2020,Febrero,4,(431)  GEOHISTORIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,20,16,12,40,11
2020,Febrero,4,(432)  LITERATURA INTERCULTURAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,30,39,32,48,30
2020,Febrero,4,(433)  HISTORIA DEL ARTE,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,25,47,42,59,25
2020,Febrero,4,(434)  ARTE Y DISEÑO,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,25,165,148,83,26
2020,Febrero,4,(434)  ARTE Y DISEÑO,"PLANTEL TAXCO, GRO",12,116,102,77,12
2020,Febrero,4,(436)  TEATRO Y ACTUACION,FACULTAD DE MUSICA,150,791,700,75,154
2020,Febrero,4,(437)  ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,20,7,7,47,6
2020,Febrero,4,(437)  ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,FACULTAD DE FILOSOFIA Y LETRAS,10,111,104,63,11
2020,Febrero,4,(438)  MUSICA Y TECNOLOGIA ARTISTICA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,12,77,67,83,12
2020,Febrero,4,(439)  LINGÜISTICA APLICADA,"ESCUELA NACIONAL DE LENGUAS,LINGUISTICA Y TRADUCCIÓN",12,128,111,93,12
2020,Febrero,4,(440)  TRADUCCION,"ESCUELA NACIONAL DE LENGUAS,LINGUISTICA Y TRADUCCIÓN",10,783,692,108,13
2020,Febrero,4,(440)  TRADUCCION,"ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON, Sede",15,31,19,56,15
2020,Junio,1,(101)  ACTUARIA,FACULTAD DE CIENCIAS,18,548,449,111,21
2020,Junio,1,(101)  ACTUARIA,FES ACATLAN,15,287,246,105,15
2020,Junio,1,(102)  ARQUITECTURA,FES ACATLAN,23,644,571,94,24
2020,Junio,1,(102)  ARQUITECTURA,FACULTAD DE ARQUITECTURA,70,1699,1437,98,70
2020,Junio,1,(102)  ARQUITECTURA,FES ARAGON,35,781,726,86,38
2020,Junio,1,(103)  ARQUITECTURA DE PAISAJE,FACULTAD DE ARQUITECTURA,10,157,135,91,12
2020,Junio,1,(104)  CIENCIAS DE LA COMPUTACION,FACULTAD DE CIENCIAS,15,340,288,108,20
2020,Junio,1,(105)  DISEÑO INDUSTRIAL,FES ARAGON,5,307,272,95,5
2020,Junio,1,(106)  FISICA,FACULTAD DE CIENCIAS,10,762,596,116,14
2020,Junio,1,(107)  INGENIERIA CIVIL,FACULTAD DE INGENIERIA,30,485,421,96,36
2020,Junio,1,(107)  INGENIERIA CIVIL,FES ACATLAN,30,336,309,78,31
2020,Junio,1,(107)  INGENIERIA CIVIL,FES ARAGON,50,476,426,75,53
2020,Junio,1,(108)  INGENIERIA DE MINAS Y METALURGIA,FACULTAD DE INGENIERIA,10,57,49,81,10
2020,Junio,1,(109)  INGENIERIA ELECTRICA ELECTRONICA,FES ARAGON,20,212,180,86,20
2020,Junio,1,(109)  INGENIERIA ELECTRICA ELECTRONICA,FACULTAD DE INGENIERIA,40,434,365,99,43
2020,Junio,1,(110)  INGENIERIA EN COMPUTACION,FES ARAGON,22,712,648,90,24
2020,Junio,1,(110)  INGENIERIA EN COMPUTACION,FACULTAD DE INGENIERIA,35,884,764,101,41
2020,Junio,1,(112)  INGENIERIA GEOFISICA,FACULTAD DE INGENIERIA,7,76,65,104,7
2020,Junio,1,(113)  INGENIERIA GEOLOGICA,FACULTAD DE INGENIERIA,10,86,75,95,10
2020,Junio,1,(114)  INGENIERIA INDUSTRIAL,FES ARAGON,16,270,245,89,17
2020,Junio,1,(114)  INGENIERIA INDUSTRIAL,FES CUAUTITLAN,16,231,196,81,16
2020,Junio,1,(114)  INGENIERIA INDUSTRIAL,FACULTAD DE INGENIERIA,26,385,316,99,29
2020,Junio,1,(115)  INGENIERIA MECANICA,FES ARAGON,13,285,254,87,14
2020,Junio,1,(115)  INGENIERIA MECANICA,FACULTAD DE INGENIERIA,18,544,478,105,19
2020,Junio,1,(116)  INGENIERIA MECANICA ELECTRICA,FES CUAUTITLAN,30,262,223,77,31
2020,Junio,1,(117)  INGENIERIA PETROLERA,FACULTAD DE INGENIERIA,20,181,161,87,20
2020,Junio,1,(118)  INGENIERIA QUIMICA,FES ZARAGOZA,30,321,294,89,30
2020,Junio,1,(118)  INGENIERIA QUIMICA,FACULTAD DE QUIMICA,20,392,325,108,21
2020,Junio,1,(118)  INGENIERIA QUIMICA,FES CUAUTITLAN,20,241,210,86,22
2020,Junio,1,(119)  INGENIERIA QUIMICA METALURGICA,FACULTAD DE QUIMICA,8,112,100,108,8
2020,Junio,1,(120)  INGENIERIA GEOMATICA,FACULTAD DE INGENIERIA,9,95,82,94,10
2020,Junio,1,(121)  MATEMATICAS APLICADAS Y COMPUTACION,FES ACATLAN,85,361,322,76,89
2020,Junio,1,(122)  MATEMATICAS,FACULTAD DE CIENCIAS,35,311,263,107,37
2020,Junio,1,(123)  URBANISMO,FACULTAD DE ARQUITECTURA,10,99,88,86,10
2020,Junio,1,(127)  CIENCIAS DE LA TIERRA,ESCUELA NACIONAL DE CIENCIAS DE LA TIERRA,10,144,118,103,10
2020,Junio,1,(127)  CIENCIAS DE LA TIERRA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD JURIQUILLA,10,65,52,82,11
2020,Junio,1,(127)  CIENCIAS DE LA TIERRA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,12,21,21,62,12
2020,Junio,1,"(130)  ING. EN TELECOMUNICACIONES, SISTEMAS Y ELECTRONICA",FES CUAUTITLAN,30,315,287,72,31
2020,Junio,1,(131)  GEOCIENCIAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,9,27,20,65,10
2020,Junio,1,(132)  TECNOLOGIAS PARA LA INFORMACION EN CIENCIAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,15,26,22,65,15
2020,Junio,1,(133)  CIENCIA DE MATERIALES SUSTENTABLES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,16,22,16,47,16
2020,Junio,1,(134)  FISICA BIOMEDICA,FACULTAD DE CIENCIAS,5,157,133,112,5
2020,Junio,1,(136)  MATEMATICAS APLICADAS,FACULTAD DE CIENCIAS,10,130,107,108,11
2020,Junio,1,(137)  INGENIERIA AMBIENTAL,FACULTAD DE INGENIERIA,6,180,149,107,7
2020,Junio,1,(139)  INGENIERIA AEROESPACIAL,FACULTAD DE INGENIERIA,10,925,808,116,10
2020,Junio,2,(201)  BIOLOGIA,FES ZARAGOZA,35,576,516,93,37
2020,Junio,2,(201)  BIOLOGIA,FACULTAD DE CIENCIAS,35,777,654,105,39
2020,Junio,2,(201)  BIOLOGIA,FES IZTACALA,35,600,529,96,38
2020,Junio,2,(202)  CIRUJANO DENTISTA,FES ZARAGOZA,30,775,714,95,32
2020,Junio,2,(202)  CIRUJANO DENTISTA,FACULTAD DE ODONTOLOGIA,25,860,735,103,25
2020,Junio,2,(202)  CIRUJANO DENTISTA,FES IZTACALA,40,956,873,96,41
2020,Junio,2,(203)  ENFERMERIA Y OBSTETRICIA,ESCUELA NACIONAL DE ENFERMERIA Y OBSTETRICIA,20,1027,888,95,21
2020,Junio,2,(204)  INGENIERIA AGRICOLA,FES CUAUTITLAN,19,187,154,81,19
2020,Junio,2,(205)  INGENIERIA EN ALIMENTOS,FES CUAUTITLAN,35,370,332,84,38
2020,Junio,2,(207)  MEDICINA VETERINARIA Y ZOOTECNIA,FES CUAUTITLAN,15,977,864,99,17
2020,Junio,2,(207)  MEDICINA VETERINARIA Y ZOOTECNIA,FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA,20,1460,1289,106,22
2020,Junio,2,(208)  MEDICO CIRUJANO,FES IZTACALA,18,2045,1779,113,19
2020,Junio,2,(208)  MEDICO CIRUJANO,FACULTAD DE MEDICINA,38,4394,3617,115,47
2020,Junio,2,(208)  MEDICO CIRUJANO,FES ZARAGOZA,11,1331,1191,111,13
2020,Junio,2,(209)  OPTOMETRIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,22,57,48,62,22
2020,Junio,2,(209)  OPTOMETRIA,FES IZTACALA,15,240,215,83,15
2020,Junio,2,(210)  PSICOLOGIA,FES ZARAGOZA,30,1122,1014,93,30
2020,Junio,2,(210)  PSICOLOGIA,FES IZTACALA,30,1127,1014,95,30
2020,Junio,2,(210)  PSICOLOGIA,FACULTAD DE PSICOLOGIA,25,1290,1085,105,28
2020,Junio,2,(211)  QUIMICA,FES CUAUTITLAN,12,160,140,102,13
2020,Junio,2,(211)  QUIMICA,FACULTAD DE QUIMICA,10,283,234,111,10
2020,Junio,2,(212)  QUIMICA DE ALIMENTOS,FACULTAD DE QUIMICA,15,318,290,108,15
2020,Junio,2,(213)  QUIMICA FARMACEUTICO BIOLOGICA,FACULTAD DE QUIMICA,20,888,750,111,23
2020,Junio,2,(213)  QUIMICA FARMACEUTICO BIOLOGICA,FES ZARAGOZA,20,683,617,104,20
2020,Junio,2,(214)  QUIMICA INDUSTRIAL,FES CUAUTITLAN,20,209,192,86,21
2020,Junio,2,(216)  CIENCIAS AMBIENTALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,41,68,53,43,41
2020,Junio,2,(216)  CIENCIAS AMBIENTALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,20,48,38,63,20
2020,Junio,2,(217)  MANEJO SUSTENTABLE DE ZONAS COSTERAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,20,42,32,55,20
2020,Junio,2,(218)  BIOQUIMICA DIAGNOSTICA,FES CUAUTITLAN,10,302,264,101,10
2020,Junio,2,(219)  FARMACIA,FES CUAUTITLAN,21,271,250,90,24
2020,Junio,2,(220)  ENFERMERIA,FES ZARAGOZA,35,1323,1212,90,36
2020,Junio,2,(220)  ENFERMERIA,FES IZTACALA,32,1069,982,93,33
2020,Junio,2,(220)  ENFERMERIA,ESCUELA NACIONAL DE ENFERMERIA Y OBSTETRICIA,35,748,644,92,37
2020,Junio,2,(221)  FISIOTERAPIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,15,401,316,80,15
2020,Junio,2,(222)  ODONTOLOGIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,10,407,335,90,10
2020,Junio,2,(227)  NUTRIOLOGIA,FES ZARAGOZA,8,789,662,104,8
2020,Junio,2,(230)  CIENCIAS AGROFORESTALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,10,28,22,58,11
2020,Junio,3,(301)  ADMINISTRACION,FACULTAD DE CONTADURIA Y ADMINISTRACION,100,2667,2365,100,106
2020,Junio,3,(301)  ADMINISTRACION,FES CUAUTITLAN,80,750,655,77,81
2020,Junio,3,(302)  CIENCIAS DE LA COMUNICACION,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,15,781,675,107,15
2020,Junio,3,(303)  CIENCIAS POLITICAS Y ADMON PUBLICA,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,15,319,271,103,16
2020,Junio,3,(303)  CIENCIAS POLITICAS Y ADMON PUBLICA,FES ACATLAN,20,311,278,91,22
2020,Junio,3,(304)  CONTADURIA,FACULTAD DE CONTADURIA Y ADMINISTRACION,180,2124,1915,96,183
2020,Junio,3,(304)  CONTADURIA,FES CUAUTITLAN,115,785,713,76,117
2020,Junio,3,(305)  DERECHO,FES ACATLAN,65,1038,927,89,66
2020,Junio,3,(305)  DERECHO,FACULTAD DE DERECHO,194,2207,1926,94,202
2020,Junio,3,(305)  DERECHO,FES ARAGON,65,1666,1509,93,67
2020,Junio,3,(306)  ECONOMIA,FACULTAD DE ECONOMIA,150,934,809,90,156
2020,Junio,3,(306)  ECONOMIA,FES ARAGON,35,425,387,89,37
2020,Junio,3,(306)  ECONOMIA,FES ACATLAN,42,330,292,86,44
2020,Junio,3,(307)  GEOGRAFIA,FACULTAD DE FILOSOFIA Y LETRAS,10,80,73,92,10
2020,Junio,3,(308)  INFORMATICA,FES CUAUTITLAN,20,251,221,84,21
2020,Junio,3,(309)  PLANIF PARA EL DESARROLLO AGROPECUARIO,FES ARAGON,28,142,126,69,28
2020,Junio,3,(310)  RELACIONES INTERNACIONALES,FES ARAGON,30,697,637,97,31
2020,Junio,3,(310)  RELACIONES INTERNACIONALES,FES ACATLAN,20,523,475,98,23
2020,Junio,3,(310)  RELACIONES INTERNACIONALES,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,15,463,396,108,15
2020,Junio,3,(311)  SOCIOLOGIA,FES ACATLAN,50,156,137,63,50
2020,Junio,3,(311)  SOCIOLOGIA,FES ARAGON,15,165,146,85,16
2020,Junio,3,(311)  SOCIOLOGIA,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,30,159,141,89,30
2020,Junio,3,(312)  TRABAJO SOCIAL,ESCUELA NACIONAL DE TRABAJO SOCIAL,125,1008,933,74,132
2020,Junio,3,(313)  ECONOMIA INDUSTRIAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,13,110,94,81,13
2020,Junio,3,(314)  ADMINISTRACION AGROPECUARIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,24,24,18,40,14
2020,Junio,3,(315)  COMUNICACION,FES ACATLAN,24,539,468,94,27
2020,Junio,3,(316)  COMUNICACION Y PERIODISMO,FES ARAGON,45,741,677,93,45
2020,Junio,3,(317)  ESTUDIOS SOCIALES Y GESTION LOCAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,21,6,6,49,6
2020,Junio,3,(318)  DESARROLLO COMUNITARIO PARA EL ENVEJECIMIENTO,FES ZARAGOZA,35,36,29,40,19
2020,Junio,3,(319)  ANTROPOLOGIA,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,30,267,235,97,30
2020,Junio,3,(320)  DESARROLLO TERRITORIAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,48,14,7,45,7
2020,Junio,3,(322)  GEOGRAFIA APLICADA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,21,7,7,45,7
2020,Junio,3,(322)  GEOGRAFIA APLICADA,ESCUELA NACIONAL DE CIENCIAS DE LA TIERRA,5,49,43,98,5
2020,Junio,4,(401)  ARTES VISUALES,FACULTAD DE ARTES Y DISEÑO,10,778,673,107,10
2020,Junio,4,(402)  BIBLIOTECOLOGIA Y ESTUDIOS DE LA INFORMACION,FACULTAD DE FILOSOFIA Y LETRAS,20,81,76,74,20
2020,Junio,4,(403)  CANTO,FACULTAD DE MUSICA,7,39,32,60,7
2020,Junio,4,(404)  COMPOSICION,FACULTAD DE MUSICA,9,29,26,51,15
2020,Junio,4,(405)  DISEÑO Y COMUNICACION VISUAL,FACULTAD DE ARTES Y DISEÑO,10,873,749,109,10
2020,Junio,4,(405)  DISEÑO Y COMUNICACION VISUAL,FES CUAUTITLAN,8,371,337,105,8
2020,Junio,4,(406)  DISEÑO GRAFICO,FES ACATLAN,10,762,678,101,10
2020,Junio,4,(407)  EDUCACION MUSICAL,FACULTAD DE MUSICA,10,39,36,50,14
2020,Junio,4,(408)  ENSEÑANZA DE INGLES,FES ACATLAN,21,215,144,71,21
2020,Junio,4,(409)  ESTUDIOS LATINOAMERICANOS,FACULTAD DE FILOSOFIA Y LETRAS,16,67,63,84,16
2020,Junio,4,(410)  ETNOMUSICOLOGIA,FACULTAD DE MUSICA,4,15,14,62,4
2020,Junio,4,(411)  FILOSOFIA,FES ACATLAN,30,88,72,68,30
2020,Junio,4,(411)  FILOSOFIA,FACULTAD DE FILOSOFIA Y LETRAS,20,190,148,99,20
2020,Junio,4,(412)  HISTORIA,FES ACATLAN,15,126,108,85,15
2020,Junio,4,(412)  HISTORIA,FACULTAD DE FILOSOFIA Y LETRAS,15,207,173,100,15
2020,Junio,4,(413)  INSTRUMENTISTA,FACULTAD DE MUSICA,30,37,31,40,24
2020,Junio,4,(414)  LENGUA Y LITERATURAS HISPANICAS,FACULTAD DE FILOSOFIA Y LETRAS,15,140,119,98,17
2020,Junio,4,(414)  LENGUA Y LITERATURAS HISPANICAS,FES ACATLAN,18,103,92,82,21
2020,Junio,4,(415)  LENGUA Y LITERATURAS MODERNAS (LETRAS ALEMANAS),FACULTAD DE FILOSOFIA Y LETRAS,12,18,13,51,12
2020,Junio,4,(416)  LENGUA Y LITERATURAS MODERNAS (LETRAS FRANCESAS),FACULTAD DE FILOSOFIA Y LETRAS,16,17,15,44,14
2020,Junio,4,(417)  LENGUA Y LITERATURAS MODERNAS (LETRAS INGLESAS),FACULTAD DE FILOSOFIA Y LETRAS,38,103,64,59,38
2020,Junio,4,(418)  LENGUA Y LITERATURAS MODERNAS (LETRAS ITALIANAS),FACULTAD DE FILOSOFIA Y LETRAS,5,15,12,73,5
2020,Junio,4,(419)  LETRAS CLASICAS,FACULTAD DE FILOSOFIA Y LETRAS,8,48,43,90,10
2020,Junio,4,(420)  LITERATURA DRAMATICA Y TEATRO,FACULTAD DE FILOSOFIA Y LETRAS,12,360,309,103,12
2020,Junio,4,(421)  PEDAGOGIA,FES ARAGON,70,815,743,76,72
2020,Junio,4,(421)  PEDAGOGIA,FES ACATLAN,40,464,405,73,41
2020,Junio,4,(421)  PEDAGOGIA,FACULTAD DE FILOSOFIA Y LETRAS,70,668,607,77,72
2020,Junio,4,(422)  PIANO,FACULTAD DE MUSICA,12,15,14,43,11
2020,Junio,4,(429)  DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,23,29,23,42,19
2020,Junio,4,(429)  DESARROLLO Y GESTION INTERCULTURALES,FACULTAD DE FILOSOFIA Y LETRAS,6,63,46,90,6
2020,Junio,4,(429)  DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,35,26,22,42,21
2020,Junio,4,(430)  LENGUA Y LITERATURAS MODERNAS (LETRAS PORTUGUESAS),FACULTAD DE FILOSOFIA Y LETRAS,8,16,12,57,8
2020,Junio,4,(431)  GEOHISTORIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,16,8,4,40,3
2020,Junio,4,(432)  LITERATURA INTERCULTURAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,12,13,8,46,8
2020,Junio,4,(433)  HISTORIA DEL ARTE,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,12,37,32,72,12
2020,Junio,4,(434)  ARTE Y DISEÑO,"PLANTEL TAXCO, GRO",8,51,39,79,8
2020,Junio,4,(434)  ARTE Y DISEÑO,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,16,116,100,79,16
2020,Junio,4,(437)  ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,FACULTAD DE FILOSOFIA Y LETRAS,5,95,86,76,5
2020,Junio,4,(437)  ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,21,6,5,41,3
2020,Junio,4,(438)  MUSICA Y TECNOLOGIA ARTISTICA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,5,26,20,40,20
2020,Junio,4,(439)  LINGÜISTICA APLICADA,"ESCUELA NACIONAL DE LENGUAS,LINGUISTICA Y TRADUCCIÓN",8,76,45,97,8
2020,Junio,4,(440)  TRADUCCION,"SAN MIGUEL DE ALLENDE, GUANAJUATO",7,24,11,40,11
2020,Junio,4,(440)  TRADUCCION,"ESCUELA NACIONAL DE LENGUAS,LINGUISTICA Y TRADUCCIÓN",5,400,313,114,7
2021,Mayo,1,(101)  ACTUARIA,FACULTAD DE CIENCIAS,56,1186,963,107,58
2021,Mayo,1,(101)  ACTUARIA,FES ACATLAN,51,588,508,98,53
2021,Mayo,1,(102)  ARQUITECTURA,FACULTAD DE ARQUITECTURA,250,4657,3986,91,270
2021,Mayo,1,(102)  ARQUITECTURA,FES ACATLAN,86,1468,1278,78,86
2021,Mayo,1,(102)  ARQUITECTURA,FES ARAGON,95,1969,1723,78,97
